bodyparts,beak,beak,beak,tail,tail,tail,left_wing,left_wing,left_wing,right_wing,right_wing,right_wing,head,head,head,back,back,back
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
31445,769.2754,148.43115,0.75390625,671.10547,135.51367,0.30615234,740.562,126.99805,0.5498047,729.19336,155.75781,0.41748047,758.9551,133.57422,0.6098633,732.13684,139.9624,0.5986328
31446,769.27344,147.396,0.6166992,673.3633,136.16016,0.3383789,740.24817,129.23828,0.5317383,729.24414,158.27344,0.39672852,758.9551,133.57422,0.6245117,732.13684,144.0586,0.6274414
31447,768.54297,145.07227,0.42407227,676.2058,137.4707,0.50878906,740.05896,130.68848,0.5336914,729.19336,155.75781,0.4597168,758.9551,133.57422,0.64160156,740.84766,145.63672,0.6220703
31448,673.98047,145.07227,0.38305664,680.03906,137.64062,0.26416016,739.53467,133.9873,0.46264648,707.042,126.28125,0.49414062,684.77344,135.46484,0.6020508,740.91406,146.13574,0.6040039
31449,673.85156,144.41797,0.45361328,682.9336,138.8125,0.20715332,739.53467,138.96484,0.49902344,729.19336,158.27344,0.48901367,684.77344,135.91016,0.6777344,740.91406,149.09863,0.55908203
31450,673.85156,144.41797,0.5332031,685.8672,139.03564,0.1776123,739.53467,141.02734,0.46972656,729.24414,161.08594,0.4638672,684.77344,136.03125,0.77978516,740.84766,151.60156,0.59277344
31451,673.85156,145.26367,0.54003906,686.7461,139.78882,0.19873047,741.34375,145.33789,0.42822266,736.8535,167.99219,0.46679688,685.7969,139.57861,0.6899414,740.84766,153.64648,0.5854492
31452,774.6797,162.06445,0.63623047,687.08203,140.38135,0.2607422,751.1406,145.33789,0.5439453,736.959,171.09375,0.57958984,770.39844,150.73047,0.65283203,741.76953,154.48828,0.5673828
31453,778.7998,172.94482,0.83984375,690.89746,141.09375,0.50341797,757.4541,145.33789,0.61279297,739.51,172.3645,0.64941406,771.12646,156.57324,0.6269531,741.76953,156.38647,0.69873047
31454,784.4492,181.14453,0.95751953,694.49023,143.3125,0.63378906,760.0781,147.63892,0.5908203,740.29443,176.61328,0.7246094,771.14746,166.08984,0.65527344,745.7051,158.94531,0.8129883
31455,792.3789,184.92188,1,696.9844,145.90234,0.6352539,763.03125,152.07617,0.6430664,740.64795,182.92578,0.74658203,774.75586,169.36719,0.8173828,746.01855,163.31055,0.83984375
31456,796.05005,191.13086,1,698.6826,147.14062,0.56591797,764.1289,154.44434,0.6503906,741.17773,185.73242,0.74902344,778.8887,169.78711,0.73339844,746.7334,165.71387,0.74365234
31457,798.8867,193.36133,1,700.6411,147.50366,0.5527344,767.77734,156.89453,0.67529297,741.17773,187.16553,0.82910156,782.91406,179.55786,0.79345703,749.16016,167.1875,0.83154297
31458,803.34375,199.30664,1,704.8047,147.50366,0.41015625,772.2477,162.22168,0.6972656,741.79297,190.22266,0.7578125,784.5156,187.77258,0.92626953,750.96484,169.29688,0.8041992
31459,807.8008,200.98828,1,710.916,147.99194,0.46899414,774.87695,164.7085,0.6508789,742.59375,190.33203,0.73876953,785.10156,187.77258,0.95751953,754.0293,172.23596,0.8417969
31460,808.6875,202.3584,1,712.8301,149.06348,0.5161133,775.1172,166.83398,0.6567383,744.53125,190.94531,0.796875,785.9844,187.85156,0.9970703,755.57275,176.11719,0.7758789
31461,808.89844,203.40283,1,715.86475,149.60449,0.42382812,775.91797,169.52344,0.6074219,745.0254,194.7998,0.8198242,786.5928,188.17969,0.94091797,758.31445,176.96094,0.79248047
31462,810.10156,203.92273,1,718.1719,152.4336,0.3618164,776.72656,173.28906,0.5761719,750.9531,198.28125,0.69873047,791.6367,189.03809,0.84521484,759.91406,180.66357,0.78466797
31463,810.53906,204.05688,0.91503906,720.28516,157.07031,0.36010742,780.1328,176.64258,0.5751953,758.12695,206.42578,0.6191406,793.3496,191.69531,0.74902344,771.29736,186.97656,0.6875
31464,811.16406,204.22656,0.71875,725.3408,159.16016,0.36157227,785.45703,179.71631,0.7167969,758.875,207.96484,0.6899414,797.3672,198.81445,0.6821289,772.63086,188.22266,0.8925781
31465,812.17224,205.4336,0.72802734,727.6797,162.5293,0.35058594,786.8711,185.74805,0.67578125,764.53516,208.35156,0.7705078,799.2383,202.90234,0.6586914,773.9404,190.2461,0.890625
31466,815.0547,207.08008,0.8203125,733.16504,164.65234,0.3959961,789.92285,187.78491,0.66308594,767.7617,213.31934,0.79296875,800.8867,204.36646,0.7529297,774.88477,193.50977,0.85791016
31467,819.38525,213.41113,0.9511719,736.6836,166.4082,0.38378906,793.5781,192.13281,0.6435547,772.6865,218.79688,0.67578125,803.1489,207.51172,0.8046875,775.5488,198.3418,0.7841797
31468,824.7422,218.45312,0.9199219,739.4429,167.91016,0.27661133,794.85547,194.0166,0.60498047,782.2383,220.73047,0.7441406,808.18945,209.44336,0.77685547,785.2715,203.70312,0.7319336
31469,830.75586,223.42969,1,742.0449,172.47583,0.34204102,801.31836,197.57129,0.6723633,782.2383,225.36328,0.74560547,814.5996,215.60156,0.7939453,787.82495,204.74219,0.8720703
31470,831.0703,231.93945,1,745.2656,175.23828,0.3557129,803.9919,203.63574,0.62109375,782.2383,231.73047,0.7783203,814.5996,215.60156,0.9223633,788.46216,208.91602,0.8359375
31471,833.1719,242.19531,0.99072266,748.90625,179.00293,0.33496094,808.75,210.20605,0.6464844,782.2383,236.26562,0.8984375,814.5996,215.60156,0.80908203,788.59814,215.1211,0.7060547
31472,833.57227,251.87549,0.67626953,753.3887,182.08203,0.19958496,814.35156,217.58008,0.77734375,782.2383,237.0039,0.84814453,818.1387,219.03125,0.61572266,789.3125,219.33154,0.67871094
31473,833.78906,254.86719,0.6689453,755.7561,185.95703,0.24353027,818.91504,223.86328,0.6020508,789.7529,239.05664,0.8173828,820.8364,225.0918,0.55126953,795.2739,221.41016,0.7446289
31474,833.8008,262.95898,0.64208984,755.77,189.0039,0.36035156,822.2012,227.63745,0.6538086,790.584,240.48242,0.7944336,827.15234,244.91455,0.56689453,801.52344,225.46094,0.81152344
31475,838.9883,270.4707,0.7133789,756.48755,192.40625,0.3947754,824.98047,229.15039,0.60839844,790.8418,241.9375,0.7397461,832.09766,249.5586,0.52490234,801.6797,227.65186,0.77783203
31476,841.03516,273.5625,0.80810547,758.36523,197.44727,0.34887695,828.7422,235.66187,0.6777344,790.9219,250.97168,0.8623047,833.7715,255.98828,0.66308594,803.10645,232.28516,0.7495117
31477,841.6094,275.89978,0.9458008,761,203.0083,0.28125,829.4883,236.11462,0.62060547,798.35156,254.75781,0.75097656,833.7715,255.98828,0.5932617,809.5117,238.02344,0.90478516
31478,841.6094,275.89978,0.8901367,765.1836,203.80127,0.26538086,830.83984,237.41602,0.63378906,799.71875,258.01562,0.69677734,833.7715,255.98828,0.57177734,809.5117,239.57031,0.8769531
31479,841.6094,276.05203,0.765625,768.08984,204.45703,0.28271484,832.1074,241.60352,0.72021484,800.52734,258.53613,0.6748047,833.7715,258.61133,0.58251953,809.5117,240.82617,0.90625
31480,839.0781,276.05203,0.5551758,769.88086,206.57031,0.29125977,832.52734,244.67773,0.71484375,803.2197,261.0586,0.734375,834.5781,258.61133,0.67626953,809.7285,241.52734,0.75146484
31481,839.0781,276.13635,0.5830078,775.23047,210.09863,0.2956543,832.57227,247.3789,0.6777344,804.00977,266.2666,0.8461914,836.34204,258.7461,0.56884766,809.875,247.5664,0.6567383
31482,839.0781,276.24,0.46020508,781.0039,211.5,0.26123047,833.68555,258.79395,0.6069336,808.21875,270.60156,0.796875,836.7417,268.14453,0.65234375,817.3047,254.9414,0.8261719
31483,840.1211,283.21973,0.46435547,783.6758,215.60742,0.24560547,837.0293,259.79993,0.68896484,808.21875,275.29492,0.7636719,837.3213,271.71484,0.61279297,818.1387,257.03125,0.8515625
31484,847.29297,292.2439,0.55908203,783.80664,220.75781,0.28295898,838.6367,262.1953,0.7011719,808.22656,277.80176,0.6855469,846.46094,276.91797,0.56152344,818.19336,261.20605,0.8803711
31485,847.5781,301.30664,0.5444336,785.3887,221.0625,0.3425293,840.16016,267.4248,0.66748047,808.8008,283.76562,0.6875,846.46094,276.91797,0.5761719,819.2285,267.80957,0.8183594
31486,849.8672,308.22412,0.5673828,788.3948,224.76367,0.40551758,843.7656,271.50195,0.61083984,809.1953,289.32227,0.74902344,846.5039,281.67773,0.5878906,822.15625,270.52344,0.8378906
31487,852.79297,319.81836,0.6640625,791.19336,229.32812,0.29663086,845.53125,283.44043,0.73876953,811.91406,293.7422,0.73583984,846.5039,283.95312,0.57128906,822.8965,275.9601,0.81103516
31488,856.8281,321.8457,0.8691406,792.5039,234.01465,0.31982422,848.38086,284.07684,0.7949219,812.09375,298.13574,0.80322266,848.5742,302.14844,0.76464844,827.1797,284.10236,0.71728516
31489,862.32227,324.16748,0.9404297,796.78906,239.125,0.38183594,853.0342,286.57812,0.7260742,814.0039,300.6289,0.7890625,850.5596,307.06152,0.9272461,830.66016,285.16016,0.7910156
31490,867.32666,331.39453,0.8041992,799.70703,240.86133,0.3713379,853.22656,291.51392,0.75683594,816.459,301.35156,0.7216797,851.58765,315.5586,0.82470703,833.2051,288.0039,0.86572266
31491,870.3164,336.53516,0.8959961,802.1621,242.57715,0.4543457,853.251,297.0039,0.70458984,818.1289,302.0371,0.64453125,853.6504,318.59766,0.82470703,837.0088,292.68604,0.8779297
31492,871.4863,338.21094,1,806.6543,247.22461,0.36572266,854.416,298.73828,0.62841797,821.4033,307.3418,0.6557617,854.0039,327.98828,0.91259766,838.5957,296.83594,0.859375
31493,871.4863,339.20752,1,807.0449,249.92969,0.39672852,854.416,303.29688,0.5961914,827.5078,319.2754,0.6230469,855.41406,330.56152,0.84033203,839.41016,301.02734,0.8979492
31494,871.4863,340.66895,1,812.32007,254.98828,0.4873047,855.95703,306.84082,0.63183594,827.5078,322.39258,0.61816406,855.88477,330.9668,0.80078125,839.62695,304.6172,0.85546875
31495,869.78125,341.68848,0.8618164,815.3496,259.1709,0.5239258,855.95703,311.15234,0.67529297,828.03906,326.6914,0.66796875,856.0781,331.2373,0.62646484,839.63477,308.6792,0.8339844
31496,869.78125,342.26953,0.6357422,815.9238,263.03125,0.37548828,856.64453,317.21973,0.6044922,829.15625,331.997,0.7080078,857.35156,333.75,0.56640625,839.6543,310.75977,0.7421875
31497,869.78125,349.29395,0.60595703,816.83984,266.75,0.40356445,857.5039,325.04102,0.6425781,832.41406,336.39453,0.7338867,863.1953,334.04297,0.6088867,840.0508,318.6289,0.7128906
31498,873.7949,349.32422,0.58447266,818.9873,271.8203,0.40966797,858.12305,330.30078,0.56689453,833.9453,340.85156,0.6669922,863.3203,339.73535,0.65283203,840.90234,323.97098,0.61328125
31499,880.33594,358.94336,0.8432617,822.8594,276.64062,0.47314453,864.9082,330.46875,0.63134766,834.1377,346.56836,0.73876953,865.4004,349.708,0.78222656,841.39453,330.03027,0.6245117
31500,884.3833,363.07227,0.9560547,827.1719,280.3164,0.3935547,865.38477,332.69824,0.5854492,837.2656,349.29297,0.6279297,867.24805,353.37305,0.8564453,848.1582,334.14062,0.7548828
31501,884.3833,370.57422,0.8925781,829.5,285.33984,0.39208984,865.9863,341.51562,0.6611328,838.1406,359.10156,0.5966797,871.6719,366.6836,0.7709961,849.0625,336.45508,0.78271484
31502,884.3833,382.0078,0.64453125,832.8125,289.6797,0.4494629,867.7495,352.10352,0.6352539,838.8125,360.92773,0.55908203,871.6719,366.6836,0.7011719,851.0801,341.40625,0.7163086
31503,882.5928,389.39062,0.6225586,832.8535,294.4121,0.31835938,877.0049,359.56055,0.61865234,839.0156,363.89093,0.57958984,871.6719,366.6836,0.56152344,853.78516,348.1289,0.6542969
31504,882.5928,399.29688,0.48901367,833.5137,298.97656,0.35473633,881.8418,367.41992,0.5917969,840.2539,365.02734,0.5517578,833.7969,307.73438,0.55859375,854.3164,350.7539,0.6176758
31505,882.28906,399.29688,0.51660156,833.56055,302.09375,0.37597656,883.70435,373.84473,0.6274414,841.0781,368.29883,0.5698242,832.1719,307.73438,0.5551758,856.4785,356.50537,0.6201172
31506,882.5928,403.6941,0.58740234,833.56055,305.5293,0.36376953,885.001,374.4629,0.6123047,845.25,373.3828,0.5698242,832.1719,307.73438,0.57421875,862.6719,363.4453,0.6323242
31507,882.7471,409.8164,0.6948242,833.65234,310.6875,0.33496094,885.5664,375.2246,0.6274414,851.85266,381.97656,0.6064453,833.7969,311.1836,0.61376953,863.0625,367.41406,0.78759766
31508,886.5156,415.13086,0.67626953,833.93164,314.74023,0.39746094,885.5664,376.5703,0.6376953,851.85266,387.10938,0.66015625,878.40625,402.3955,0.57421875,863.96094,371.9297,0.88427734
31509,886.5156,416.4414,0.75878906,834.6914,317.10547,0.43603516,886.60156,380.53906,0.6171875,851.85266,391.28125,0.7026367,878.4844,402.3955,0.57373047,865.56445,376.9961,0.7763672
31510,886.5156,417.3828,0.8144531,836.8042,321.65625,0.41357422,886.60156,386.36523,0.65234375,850.8545,391.82812,0.71875,879.34766,402.3955,0.59472656,865.8574,379.9375,0.76220703
31511,880.65625,420.58008,0.60058594,839.5625,324.39453,0.46704102,887.39453,392.16016,0.74609375,850.541,393.6543,0.5942383,880.7207,402.3955,0.6401367,866.67676,386.91602,0.75097656
31512,880.65625,424.52734,0.49267578,842.1328,328.9082,0.52685547,887.39453,395.2588,0.8027344,850.541,398.14844,0.56591797,880.9492,402.3955,0.6923828,866.67676,387.69067,0.73876953
31513,880.65625,424.7578,0.52197266,842.9502,334.88672,0.5361328,888.72266,398.35938,0.80126953,850.541,403.52344,0.5834961,881.1699,403.41992,0.6245117,867.041,389.88086,0.7265625
31514,881.14844,425.29297,0.47387695,844.14734,339.35352,0.51220703,888.72266,401.2461,0.7368164,852.1981,408.28516,0.62109375,881.7793,409.52344,0.6665039,867.041,396.9004,0.71728516
31515,881.14844,438.28125,0.5683594,844.8628,343.19922,0.4482422,888.8867,407.6504,0.7348633,852.43823,412.00296,0.5908203,881.9863,414.35938,0.65625,867.6382,399.41406,0.7631836
31516,881.14844,444.71094,0.5551758,845.0156,349.0078,0.5307617,890.23047,416.16016,0.77734375,853.6328,418.47656,0.51220703,882.9297,423.9297,0.61865234,867.78625,404.88135,0.7573242
31517,881.14844,457.01953,0.43920898,846.18945,353.58594,0.4609375,892.15173,421.5088,0.75683594,853.9053,422.44922,0.5366211,883.46094,428.4297,0.6582031,869.3008,412.27905,0.7290039
31518,881.14844,458.53516,0.4411621,846.6367,358.0879,0.46191406,895.0664,433.22266,0.6386719,854.0117,428.07812,0.4753418,883.49854,434.22656,0.6230469,869.94434,417.2207,0.73535156
31519,884.47656,467.30078,0.4296875,847.7754,364.2578,0.45092773,896.71484,437.58594,0.5961914,854.0117,430.70312,0.5576172,889.3906,443.21094,0.6196289,871.03125,421.39355,0.69091797
31520,889.06055,470.0957,0.39624023,851.3999,365.39844,0.40893555,897.43164,440.39844,0.5864258,854.41016,434.28125,0.5854492,892.7031,449.49805,0.6088867,872.01953,425.6289,0.6381836
31521,890.5117,481.2539,0.5180664,852.008,368.125,0.5698242,899.15137,442.57812,0.61083984,854.83984,435.43848,0.52001953,892.7031,449.49805,0.5029297,873.3594,431.5547,0.6425781
31522,891.4375,489.26172,0.5878906,855.85156,369.7461,0.5732422,899.15137,442.89062,0.59228516,861.41016,446.16797,0.4152832,892.84375,449.60352,0.39038086,873.3594,436.07147,0.6977539
31523,890.5117,489.26172,0.63183594,859.0713,374.88477,0.36572266,899.16406,443.66406,0.51171875,864.5996,454.5625,0.39526367,893.06934,470.71484,0.33935547,873.6992,436.24597,0.57958984
31524,890.5117,489.26172,0.49121094,861.83203,379.35938,0.4099121,899.39844,454.58008,0.5229492,864.5996,456.8457,0.47680664,893.06934,480.28906,0.37402344,873.3594,441.23438,0.5620117
31525,891.1875,492.01288,0.54589844,863.8672,384.82227,0.51220703,899.39844,456.91406,0.52978516,864.5996,461.77734,0.5625,889.5156,480.28906,0.3984375,873.22266,445.65625,0.60302734
31526,890.6953,492.01288,0.5053711,865.8789,386.96777,0.5410156,899.44775,462.3789,0.51416016,862.5664,463.63672,0.50634766,889.5156,480.28906,0.4729004,872.3906,450.30566,0.6279297
31527,887.08203,496.21875,0.38793945,868.0543,392.30078,0.46020508,899.44775,465.39062,0.59716797,861.6406,469.08203,0.51171875,889.5156,479.4297,0.44921875,872.2422,453.50977,0.5366211
31528,888.74414,500.25732,0.4165039,869.208,395.92188,0.39453125,899.458,467.33594,0.5625,861.6406,472.66797,0.5253906,889.5156,479.4297,0.53515625,872.2422,458.8711,0.53564453
31529,890.6953,505.41797,0.40942383,869.68066,399.45703,0.5493164,900.42236,473.51953,0.57177734,861.6406,476.23438,0.5395508,893.9453,479.4297,0.5283203,872.2422,464.26758,0.5698242
31530,890.6953,509.26562,0.43237305,871.1426,403.3086,0.57470703,900.60645,478.5586,0.63183594,863.73047,482.1797,0.4814453,894.916,488.20312,0.45922852,873.33984,469.01953,0.5205078
31531,891.1172,513.3633,0.41088867,873.8242,408.33984,0.48120117,900.60645,482.625,0.5917969,864.06055,485.66016,0.55566406,897.72656,490,0.51171875,874.4082,474.24707,0.51171875
31532,894.65625,516.49,0.38867188,905.44727,504.42188,0.5463867,901.2539,490.8838,0.66552734,865.1387,486.5586,0.5595703,898.95215,498.23438,0.5073242,875.8036,478.17578,0.5419922
31533,894.65625,516.49,0.328125,907.5215,509.96387,0.5136719,901.2539,493.14062,0.52441406,866,492.1797,0.5698242,898.95215,498.23438,0.44555664,877.8164,482.83984,0.53271484
31534,902.34766,519.875,0.34545898,911.5703,518.3418,0.51904297,900.60645,494.8789,0.52490234,867.68555,496.4297,0.5439453,898.95215,498.23438,0.48999023,880.0078,486.77344,0.56689453
31535,903.5039,528.3242,0.38208008,913.3418,525.94434,0.53564453,877.04004,494.8789,0.44848633,868.9883,496.6953,0.52685547,867.604,434.65234,0.52246094,882.95605,486.8711,0.5209961
31536,903.5039,528.3242,0.47680664,914.01074,536.8008,0.46044922,877.04004,494.8789,0.46118164,872.7656,500.98438,0.4741211,865.4453,434.65234,0.6430664,883.3628,488.22852,0.5185547
31537,857.9922,429.5703,0.54296875,914.01074,544.1406,0.53466797,877.04004,494.8789,0.52001953,876.83203,514.7656,0.3955078,864.8301,434.65234,0.5629883,883.8489,490.58203,0.53564453
31538,906.8135,546.7949,0.5625,913.6387,544.1406,0.3232422,909.46484,515.91125,0.4802246,881.6133,516.49585,0.48510742,862.06836,438.71875,0.6064453,886.56836,497.59375,0.6064453
31539,908.3203,553.47266,0.64404297,913.6387,544.1406,0.31201172,910.96484,516.1012,0.5253906,881.6133,524.21484,0.49804688,861.81836,443.64893,0.58251953,888.5547,500.0683,0.59521484
31540,908.3203,562.4668,0.7441406,863.6094,453.4629,0.35668945,913.5371,518.08594,0.61279297,881.6133,526.7539,0.59228516,861.81836,447.97266,0.6586914,888.5547,505.39453,0.6230469
31541,908.3203,562.47656,0.8149414,862.54297,453.4629,0.4152832,913.5371,520.1172,0.6616211,878.48047,532.03125,0.6171875,862.06836,451.61377,0.54589844,888.3867,513.23047,0.67285156
31542,908.3203,562.58887,0.9404297,860.7969,453.4629,0.42138672,913.5371,521.64844,0.64453125,876.65625,533.2002,0.6142578,901.43164,540.39453,0.6166992,888.28516,513.7871,0.70996094
31543,907.8303,563.0874,0.9160156,860.7969,459.21094,0.3413086,914.3281,525.79785,0.62597656,875.4297,534.625,0.60791016,901.5947,540.39453,0.6201172,888.28516,517.7627,0.7246094
31544,905.78516,563.2075,0.7036133,860.7969,464.23828,0.43725586,913.97266,529.03125,0.65185547,871.7539,537.0215,0.6748047,905.26953,542.5078,0.7163086,888.28516,522.96484,0.6489258
31545,902.91016,563.251,0.57128906,861.11035,467.47412,0.46850586,913.97266,530.41406,0.5986328,871.7539,537.27344,0.5576172,909.35156,542.5078,0.65234375,888.28516,529.8125,0.6508789
31546,902.91016,567.8574,0.5996094,861.6719,470.2461,0.5073242,914.3281,536.46484,0.6689453,871.7539,546.8301,0.5991211,909.5703,542.5078,0.71728516,889.72266,535.2285,0.7006836
31547,902.91016,569.27344,0.6064453,861.88574,475.8672,0.5473633,914.6123,543.46484,0.70751953,874.70605,548.1671,0.48242188,909.5703,554.9961,0.6933594,893.7373,539.0703,0.67626953
31548,903.9844,580.2632,0.67529297,861.9502,480.1543,0.55029297,915.89386,544.52734,0.70214844,876.03125,551.125,0.46240234,909.89844,558.1094,0.68115234,897.5039,543.6367,0.7734375
31549,908.4492,589.09375,0.55908203,861.9502,484.21155,0.45581055,917.4219,552.46875,0.70751953,881.38086,553.66406,0.4909668,910.00195,559.4492,0.6538086,899.93054,546.4209,0.7817383
31550,909.3906,596.8804,0.66552734,864.39844,489.14062,0.46191406,919.1133,560.96875,0.67529297,881.60547,560.125,0.46142578,912.1758,568.8203,0.56347656,902.5176,552.4219,0.7324219
31551,917.97266,607.56836,0.69433594,864.60547,496.4668,0.3305664,919.5156,565.06836,0.68603516,884.91016,564.75,0.51708984,912.1758,575.03906,0.63378906,903.7422,562.9678,0.7636719
31552,926.68164,609.5215,0.95996094,868.70703,498.9795,0.40356445,919.5156,568.1914,0.68847656,886.2676,568.4922,0.49389648,912.19727,592.39453,0.71728516,903.7422,565.76953,0.7817383
31553,930.11035,614.9336,1,870.09766,500.87207,0.40795898,919.5508,571.5,0.57470703,886.2676,573.41406,0.47631836,912.5469,600.89844,0.8491211,903.7422,566.15625,0.81103516
31554,937.70703,621.67773,0.96972656,871.64453,503.34375,0.4494629,920.28516,576.0586,0.60546875,892.66406,584.30273,0.49975586,915.6665,616.4844,0.7973633,903.1621,566.77734,0.7607422
31555,940.9785,625.44727,1,875.2876,506.8672,0.5415039,920.9082,578.5371,0.61083984,893.2344,594.4375,0.4753418,918.1953,619.8906,0.7421875,903.1621,573.03125,0.75097656
31556,942.7207,628.18835,1,877.16016,511.16016,0.65478516,920.9082,580.5254,0.5517578,893.6992,596.45703,0.55322266,920.5742,622.0703,0.68847656,903.1621,575.46484,0.7421875
31557,943.8496,628.48975,1,878.1875,514.42676,0.52685547,922.89746,584.9336,0.48999023,893.6992,599.0781,0.61328125,924.9375,622.93555,0.703125,903.2656,579.59937,0.7294922
31558,943.8496,628.6743,1,878.8867,518.03125,0.28833008,926.4492,585.53906,0.47631836,895.2344,602.2715,0.65625,925.0781,622.93555,0.70166016,903.9883,586.46875,0.68603516
31559,943.8496,628.89746,1,879.1797,521.5508,0.44628906,926.5078,591.9492,0.51660156,895.2344,606.85547,0.65527344,925.10156,622.93555,0.7553711,904.01953,588.73047,0.71875
31560,943.4258,629.8535,1,879.7344,525.6211,0.47338867,927.53516,592.875,0.5551758,895.2344,610.04004,0.68408203,925.22656,620.40015,0.79052734,904.8301,591.03516,0.70703125
31561,943.3867,631.0586,1,879.83594,529.1465,0.4868164,928.91016,593.87695,0.60302734,894.7344,611.9071,0.67041016,925.3008,620.40015,0.7988281,905.6094,593.6504,0.73339844
31562,943.3867,631.8496,1,879.83984,533.8428,0.40112305,929.88086,596.63916,0.6635742,894.7344,614.97266,0.66259766,926.3789,620.40015,0.8642578,905.7129,595.60425,0.7211914
31563,943.4258,633.16406,1,879.83984,536.6387,0.421875,930.69727,599.60547,0.7446289,894.7344,618.3906,0.7578125,928.7656,622.5469,0.8881836,906.2754,598.4375,0.69628906
31564,946.4043,638.916,1,882.2334,540.3633,0.4182129,931.5298,601.7461,0.6279297,895.41406,622.38477,0.73095703,930.50977,628.10254,0.96728516,910.6797,600.41797,0.6669922
31565,947.6233,642.6172,1,883.26855,544.11914,0.484375,931.7698,608.94727,0.69140625,899.4971,625.56055,0.7504883,933.2373,636.3667,0.9243164,911.1836,606.3711,0.81884766
31566,949.75,650.0156,0.8754883,883.2915,547.86536,0.43115234,935.4004,614.41016,0.61865234,900.02,627.82825,0.65283203,937.22266,638.35547,0.8496094,914.7363,611.04004,0.8330078
31567,950.5586,656.2637,0.7548828,884.06775,554.11426,0.33764648,935.5449,627.1616,0.55859375,902.74805,632.30664,0.60253906,940.96875,643.0342,0.6386719,915.6963,614.90234,0.6743164
31568,952.541,664.77734,0.7133789,884.6372,562.0254,0.45092773,939.3467,630.28125,0.46875,911.5,642.21094,0.6635742,940.96875,643.0342,0.5493164,920.7422,622.8828,0.73095703
31569,952.6172,669.4717,0.6357422,952.65234,653.56055,0.42407227,943.3828,631.875,0.50927734,912.9043,647.3203,0.6870117,940.96875,643.0342,0.51220703,921.14844,624.19336,0.6845703
31570,952.6406,681.4824,0.7285156,961.04297,665.4297,0.37939453,945.1289,643.0332,0.4716797,914.2969,649.1719,0.6826172,882.36426,576.71094,0.50097656,921.3086,624.5762,0.59375
31571,952.8242,685.8291,0.50390625,961.04297,665.4297,0.4099121,946.99316,643.25244,0.46289062,916.46924,651.12256,0.58935547,882.3262,576.71094,0.45703125,922.33594,630.67773,0.6455078
31572,954,691.0386,0.55078125,961.04297,665.4297,0.31811523,948.6416,643.44336,0.4453125,917.3086,651.7058,0.5576172,882.22266,576.71094,0.54589844,930.0254,638.8203,0.7036133
31573,954.53906,694.9258,0.6118164,882.7178,587.8203,0.35327148,949.78516,643.44336,0.4855957,920.79297,656.4922,0.61865234,882.22266,578.93164,0.5307617,930.2129,640.4824,0.7451172
31574,954.53906,695.83984,0.6142578,882.7178,587.8203,0.29711914,951.3887,644.5503,0.5292969,920.79297,659.28125,0.6386719,882.22266,583.8711,0.5576172,931.1011,642.6338,0.7944336
31575,954.7031,695.83984,0.65185547,882.7178,587.8203,0.36328125,951.3887,646.3301,0.5517578,920.79297,661.8047,0.64208984,950.52734,684.18396,0.4580078,931.923,645.2715,0.81884766
31576,954.7031,696.0117,0.6513672,884.6626,590.51953,0.43920898,951.8711,647.7715,0.55615234,921.96875,665.84375,0.6611328,950.7383,684.18396,0.5058594,932.5112,647.6406,0.77490234
31577,954.7031,696.0117,0.62060547,886.16797,591.6875,0.40527344,953.0508,657.96094,0.5854492,920.4414,670.7461,0.65966797,950.7383,684.3074,0.46875,933.1006,649.66797,0.75927734
31578,954.6836,696.0117,0.64160156,886.53516,595.8452,0.6479492,953.0508,657.9668,0.6230469,920.2344,670.81836,0.6640625,950.7383,684.18396,0.46191406,934.1582,652.7578,0.8076172
31579,954.6328,696.0742,0.68066406,887.2031,599.97266,0.8125,953.0508,659.33496,0.6855469,920.21875,671.8633,0.66015625,951.1953,683.875,0.48901367,934.166,656.2246,0.91796875
31580,951.03125,696.0801,0.5883789,888.59375,603.647,0.77001953,953.9844,660.3003,0.671875,920.1953,674.05176,0.7055664,951.60156,683.875,0.546875,934.166,658.8916,0.88623047
31581,951.03125,696.4375,0.5361328,888.6758,608.2578,0.6298828,957.40625,669.19727,0.6958008,920.1953,678.6875,0.6801758,951.60156,684.1094,0.5473633,934.44336,663.39844,0.86376953
31582,951.03125,704.40234,0.515625,888.75,611.3408,0.6269531,960.8418,670.7949,0.7421875,920.21875,681.99805,0.6928711,953.90625,684.1094,0.6176758,934.44336,666.04004,0.7714844
31583,953.5078,709.1953,0.609375,889.83984,614.375,0.4309082,965.11816,675.32715,0.63916016,921.21875,685.208,0.68359375,958.6875,685.2578,0.56103516,934.6406,670.4453,0.8276367
31584,955.1138,711.43164,0.6020508,893.10254,617.72656,0.453125,966.6719,678.73047,0.64501953,922.7793,685.75,0.6816406,958.71484,692.5425,0.50683594,944.0156,675.2158,0.8100586
31585,961.70703,721.584,0.67333984,893.69434,622.6758,0.53564453,966.709,680.7617,0.6357422,925.16406,690.4844,0.7241211,959.15234,704.3965,0.5415039,944.03906,678.9531,0.8154297
31586,966.166,728.0469,0.69091797,895.4629,627.74976,0.66552734,967.09766,682.03125,0.5751953,932.9214,699.9725,0.76708984,960.5742,723.98987,0.5361328,944.9844,684.2383,0.83447266
